a.id,a.firstname,a.lastname,a.gender,a.birthdate,a.deathdate,a.birthplace,a.deathplace,a.nationality
10993,Adolf,Lange,M,1861-01-01,1938-01-01,"Hague, The",Voorburg,NL
10994,Anna,Lehmann,F,1876-01-01,1956-01-01,Delft,"Hague, The",NL
10995,Frans,Lissone,M,1877-01-01,1936-01-01,Amsterdam,Amstelveen,NL
10996,Sjoerdje Kutsch,Lojenga,F,0000-01-01,1934-01-01,,Zeist,NL
10998,E.,Mirandolle,,0000-01-01,0000-01-01,,,
10999,Hendrikus Cornelis,Mourik,M,1877-01-01,1944-01-01,Tiel,Tiel,NL
11000,Carl Eugene,Mulertt,M,1869-01-01,1963-01-01,Brunswick,Grasleben,DE
11001,Burchard Theodoor,Paets,M,1872-01-01,1938-01-01,Woerden,Ede,NL
11002,Marie,Perrault,F,1874-01-01,1929-01-01,Detroit,,US
11003,Christina Rudofine van,Pesch,F,1873-01-01,1947-01-01,Delft,Laren (Noord-Holland),NL
11005,Johan Hendrik,Sikemeier,M,1877-01-01,1958-01-01,Yokohama,"Hague, The",NL
11006,Jan,Sirks,M,1885-01-01,1938-01-01,Rotterdam,Zeist,NL
11007,Gert,Stegeman,M,1858-01-01,1940-01-01,Aalten,Arnhem,NL
11008,Louis,Stutterheim,M,1873-01-01,1943-01-01,Rotterdam,Gouda,NL
11009,Maurice,Niekerk,M,1871-01-01,1940-01-01,Amsterdam,Paris,NL
11010,Orrin,Peck,M,1860-01-01,1921-01-01,"Hobart, New York",Los Angeles,US
11011,Willem,Zwart,M,1867-01-01,1957-01-01,Warffum,Amsterdam,NL
11012,Mary,Corbett,F,1838-01-01,0000-01-01,,,GB
11013,Arthur,Tomson,M,1858-01-01,1905-01-01,Chelmsford,Robertsbridge,GB
11014,H.,Oakley,,0000-01-01,0000-01-01,,,
11015,B.,Nichols,,0000-01-01,0000-01-01,,,
11016,Helen Margaret,Spanton,F,1877-01-01,1934-01-01,Bury Saint Edmunds,London,GB
11017,Aubrey,Waterfield,M,1874-01-01,1944-01-01,Holdenhurst,Hampstead,GB
11018,George,Belcher,M,1875-01-01,1947-01-01,London,Chiddingfold,GB
11019,S. H.,Jephson,F,0000-01-01,0000-01-01,,,
11020,Rustom,Siodia,M,1881-01-01,1946-01-01,,,IN
11022,Anthony Raine,Barker,M,1880-01-01,1963-01-01,Harrow,,GB
11023,Joan,Cyprian-Williams,F,0000-01-01,0000-01-01,,,
11024,William Bruce Ellis,Ranken,M,1881-01-01,1941-01-01,Edinburgh,London,GB
11025,George,Ommanney,M,0000-01-01,0000-01-01,,,
11026,Margaret,Hannay,F,1888-01-01,1974-01-01,Middlesex,Surrey,GB
11027,James,Meo,M,0000-01-01,0000-01-01,,,
11028,Gladys M.,Croil,F,0000-01-01,0000-01-01,,,
11029,Peter,Abelen,M,1884-01-01,1962-01-01,Cologne,Cologne,DE
11030,Albert,Aereboe,M,1889-01-01,1970-01-01,Lubeck,Lubeck,DE
11031,Thomas,Baumgartner,M,1892-01-01,1962-01-01,Munich,Kreuth,DE
11032,August,Beck,M,1891-01-01,0000-01-01,Plattling,,DE
11033,Paul,Bögemann,M,1886-01-01,1967-01-01,Hamburg,Hamburg,DE
11034,Otto,Boveri,M,1868-01-01,1946-01-01,Bamberg,Bamberg,DE
11035,Ida,Clauss,F,1875-01-01,1917-01-01,Königsberg,Munich,DE
11036,Mathilde,Dormitzer,F,0000-01-01,0000-01-01,,,
11037,Magda,Esswein von Schröders,F,0000-01-01,0000-01-01,,,
11038,Oscar,Fehrer,M,1872-01-01,1958-01-01,Brooklyn,New York,US
11039,Maria,Hiller-Foell,F,1880-01-01,1943-01-01,Odessa,Stuttgart,RU
11040,Hans,Fuglsang,M,1889-01-01,1917-01-01,Haderslev,Juniville,DE
11041,Alexander,Gerhardi,M,0000-01-01,0000-01-01,,,
11042,Hildegard,Glade,F,1885-01-01,1947-01-01,Sydney,Berg (Starnberger See),DE
11043,Raffaele,De Grada,M,1885-01-01,1957-01-01,Milan,Milan,IT
11044,Charles,Bakker,M,1876-01-01,1957-01-01,Amsterdam,Amsterdam,NL
11045,Aleksandr Aleksandrovič,Gromov,M,1886-01-01,1956-01-01,Yaroslavl,Saint Petersburg,RU
11046,Alida den,Breems,F,1885-01-01,1954-01-01,Vlaardingen,Hilversum,NL
11047,Johanna,Berend,F,1861-01-01,1943-01-01,"Hague, The",Utrecht,NL
11048,Heertje van,Doornik,M,1880-01-01,1936-01-01,Hoorn,Amsterdam,NL
11049,Marie,Drabbe,F,1875-01-01,1956-01-01,Utrecht,Rheden,NL
11050,Marie,Keg,F,1887-01-01,1973-01-01,Princenhage,Loosdrecht,NL
11051,Betsy van,Gelder,F,1885-01-01,1936-01-01,Naarden,"Hague, The",NL
11052,L. A.,Mikhailovskaya,F,0000-01-01,0000-01-01,,,
11053,Pieter van der,Hem,M,1885-01-01,1961-01-01,Leeuwarden,"Hague, The",NL
11054,Johannes,Josseaud,M,1880-01-01,1935-01-01,Amsterdam,Haarlem,NL
11055,Gerardus,Kerkhoff,M,1872-01-01,1957-01-01,Utrecht,Haarlem,NL
11056,Willem Alexander,Knip,M,1883-01-01,1967-01-01,Amsterdam,Blaricum,NL
11057,Jurgen,Legger,M,1867-01-01,1932-01-01,Wildervank,Apeldoorn,NL
11058,J. W. van,Lohuizen,,0000-01-01,0000-01-01,,,
11059,Marius A.,Poel,M,1867-01-01,1931-01-01,Zaandam,Blaricum,NL
11060,N.,Rapp,F,0000-01-01,0000-01-01,,,
11061,Jac.,Risch,,0000-01-01,0000-01-01,,,
11062,A. N. van,Rijsinge,F,0000-01-01,0000-01-01,,,
11063,Louis,Saalborn,M,1891-01-01,1957-01-01,Rotterdam,Amsterdam,NL
11064,Th.,Smissaert,,0000-01-01,0000-01-01,,,
11065,Ivan Viktorovich,Alekseev,M,1894-01-01,1964-01-01,Moscow,Moscow,RU
11066,Konstantin Vasil'evič,Kandaurov,M,1865-01-01,1930-01-01,Moscow,Moscow,RU
11067,Jacoba,Surie,F,1879-01-01,1970-01-01,Amsterdam,Amsterdam,NL
11068,Théodor,Konstantinoff,M,0000-01-01,0000-01-01,Moscow,Paris,FR
11069,Jan van,Vucht Tyssen,M,1884-01-01,1970-01-01,Nijmegen,Nijmegen,NL
11070,Raisa Ivanovna,Kotovič-Borisjak,F,1895-01-01,1923-01-01,Chişinău,Moscow,RU
11071,Helene Emilie,Wissmann,F,1869-01-01,0000-01-01,Amsterdam,,NL
11072,Herman Dirk,Witt Hamer,M,1875-01-01,1951-01-01,Goes,Amsterdam,NL
11073,Aleksandra,Shchekotikhina-Pototskaya,F,1892-01-01,1967-01-01,Zaporozhye,Saint Petersburg,RU
11074,Heinz,Heinrichs,M,1886-01-01,1957-01-01,Aachen,Aachen,DE
11075,Ludwig,Herthel,M,1887-01-01,1965-01-01,Metz,Offenbach am Main,DE
11076,Jindřich,Hlavin,M,1877-01-01,1958-01-01,Prague,Prague,CZ
11077,Herbert,Jaeger,M,1887-01-01,0000-01-01,Świebodzice,,PL
11078,Roderich,Jerusalem,M,1886-01-01,1967-01-01,Szklarska Pore̜ba,Lörrach,PL
11079,Adolf,Klingshirn,M,1890-01-01,1972-01-01,Munich,Munich,DE
11080,Paul,Knauer-Hase,M,1878-01-01,1938-01-01,Bremen,Munich,DE
11081,Karl,Krebs,M,1880-01-01,1914-01-01,Freiburg im Breisgau,"Waplewo, Olsztyn County",DE
11082,Siegfried von,Leth,M,1883-01-01,1914-01-01,,,DE
11083,Johanna H.,Merre,F,1867-01-01,1947-01-01,Munich,Munich,DE
11084,Eugen,Meyer,M,0000-01-01,0000-01-01,,,
11085,Hermann,Mühlen,M,1886-01-01,1964-01-01,Dusseldorf,Munich,DE
11086,Willy,Preetorius,M,1882-01-01,1964-01-01,Mainz,Munich,DE
11087,Franz Xaver,Reiter,M,1875-01-01,1918-01-01,Gmunden,Freistadt,AT
11088,Hermann,Rothballer,M,1885-01-01,1960-01-01,Augsburg,Augsburg,DE
11089,Claire,Sachsse,F,0000-01-01,0000-01-01,,,
11090,Friedrich Rudolf,Schwemmer,M,0000-01-01,0000-01-01,,,
11091,Paul,Segieth,M,1884-01-01,1969-01-01,Chorzów,Hundham,DE
11092,Paul,Segisser,M,1866-01-01,1934-01-01,Karlsruhe,Hopferau,DE
11093,Gerta,Springer,F,1880-01-01,1960-01-01,Saarburg,Munich,DE
11094,Adám,Mányoki,M,1673-01-01,1757-01-01,Szokolya,Dresden,HU
11095,Hans,Weinberg,M,1883-01-01,1943-01-01,Castrop-Rauxel,Auschwitz,DE
11096,Adolf,Winter,M,0000-01-01,0000-01-01,,,
11097,Jan,Kupecký,M,1667-01-01,1740-01-01,Pezinok,Nuremberg,CZ
11098,Boris,Deneff,M,1883-01-01,1969-01-01,Veliko Tŭrnovo,,BG
11099,Fritz,Schaefler,M,1888-01-01,1954-01-01,Eschau,Cologne,DE
11100,Johan Christiaan,Nyland,M,1888-01-01,1974-01-01,Middelburg,Haarlem,NL
11101,Marinus,Zwart,M,1882-01-01,1970-01-01,Amsterdam,Hilversum,NL
11102,Ernestine,Lohwag-Frischauf,F,1878-01-01,1934-01-01,Vienna,Budapest,AT
11103,,Bodé,F,0000-01-01,0000-01-01,,,
11104,Constance,Daintrey,F,1845-01-01,1916-01-01,,,GB
11105,Mary,Dawkins,F,0000-01-01,0000-01-01,,,GB
11106,M.,Earnshaw,F,1843-01-01,1930-01-01,Ballyhack,,GB
11107,Evelyn Linzee,Engleheart,M,1862-01-01,1943-01-01,London,Bath,GB
11108,Evangeline,Baker,F,1864-01-01,1922-01-01,,,GB
11109,Sophia,Beale,F,1837-01-01,1920-01-01,London,,GB
11110,Carl Olof Eric,Lindin,M,1869-01-01,1942-01-01,Fellingsbro,New York,US
11111,Martin,White,F,0000-01-01,0000-01-01,,,
11112,Emile van,Marcke,M,1797-01-01,1890-01-01,Brussels,Hyères,BE
11113,Hermann,Hahn,M,1868-01-01,1945-01-01,Kloster Veilsdorf,Pullach,DE
11114,Rudolf,Czerny,M,1879-01-01,1962-01-01,Nový Bor,Munich,DE
11115,Ilna,Ewers-Wunderwald,F,1875-01-01,1957-01-01,Dusseldorf,Allensbach,DE
11116,Alice,Proumen,F,0000-01-01,0000-01-01,,,
11117,Oskar,Höppner,M,1871-01-01,1923-01-01,Luckenwalde,Luckenwalde,DE
11118,Walther,Beyermann,M,1886-01-01,1961-01-01,Nový Bor,Dresden,DE
11119,Davi,Rapaport,M,0000-01-01,0000-01-01,,,
11120,Ferdinand,Lorber,M,1883-01-01,1957-01-01,Vienna,Vienna,AT
11121,Karl,Mader,M,1884-01-01,1952-01-01,Fürstenfeld,Graz,AT
11122,Ch.,Rumbold,,0000-01-01,0000-01-01,,,
11123,Willy,Eisenschitz,M,1889-01-01,1974-01-01,Vienna,Paris,AT
11124,Ilka von,Kuczynska-Fessler,F,1871-01-01,0000-01-01,Vienna,,AT
11125,Liesl,Bareuther,F,1894-01-01,1970-01-01,Hazlov,Rome,AT
11126,Konrad,Meindl,M,1883-01-01,1970-01-01,Vienna,Linz,AT
11127,Alfred,Basel,M,1876-01-01,1920-01-01,Vienna,Dickenau (Türnitz),AT
11128,Ljubo,Babić,M,1890-01-01,1974-01-01,Jastrebarsko,Zagreb,HR
11129,Mieczyslaw,Trzcinski,M,1881-01-01,1952-01-01,Warsaw,,PL
11130,Wilhelm,Schückel,M,1887-01-01,1964-01-01,Braunau am Inn,Wels,AT
11131,Adolfine Valerie,Petter-Zeis,F,1881-01-01,1963-01-01,Vienna,Vienna,AT
11132,Ferdinand,Kitt,M,1887-01-01,1960-01-01,Vienna,Vienna,AT
11133,Robert,Hofmann,M,1889-01-01,1987-01-01,Vienna,East Syracuse,AT
11134,Josef,Dobrowsky,M,1889-01-01,1964-01-01,Karlovy Vary,Tullnerbach,AT
11135,R. R.,Wagner,,0000-01-01,0000-01-01,,,
11136,Hugo,Rosenberg,M,0000-01-01,0000-01-01,,,
11137,Karl Friedrich,Bell,M,1877-01-01,1958-01-01,Vienna,Vienna,AT
11138,Franz,Hofer,M,1885-01-01,1915-01-01,Graz,Gorlice,AT
11140,Robert,Burns,M,1869-01-01,1941-01-01,Edinburgh,Edinburgh,GB
11141,Frank Cadogan,Cowper,M,1877-01-01,1958-01-01,Northamptonshire,Cirencester,GB
11142,J. H. Vignoles,Fisher,M,1864-01-01,1945-01-01,,,GB
11143,James,Guthrie,M,1859-01-01,1930-01-01,Greenock,Rhu,GB
11144,Joseph Langsdale,Pickering,M,1845-01-01,1912-01-01,Wakefield,London,GB
11145,Henry Scott,Tuke,M,1858-01-01,1929-01-01,York,Falmouth,GB
11146,Charles William,Bartlett,M,1860-01-01,1940-01-01,Dorset,Honolulu,GB
11147,Katharine,Cameron,F,1874-01-01,1965-01-01,Glasgow,Edinburgh,GB
11148,Eberhard,Encke,M,1881-01-01,1936-01-01,Potsdam,Berlin,DE
11149,Fritz,Janowski,M,1884-01-01,1959-01-01,Berlin,,DE
11151,Nikolai Johannes,Astrup,M,1880-01-01,1928-01-01,Bremanger,Førde,NO
11152,Ingebrigt,Vik,M,1867-01-01,1927-01-01,Øystese,Øystese,NO
11153,Axel,Revold,M,1887-01-01,1962-01-01,Ålesund,Bærum,NO
11154,Theodor,Laureng,M,1879-01-01,1929-01-01,Spydeberg,Trørød,NO
11155,Halfdan,Larsen,M,1883-01-01,1915-01-01,Holmestrand,Horten,NO
11156,Eyolf,Soot,M,1858-01-01,1928-01-01,Aremark,Christiania (Oslo),NO
11157,Michaloff,Wigdehl,M,1857-01-01,1921-01-01,Gildeskål,Christiania (Oslo),NO
11158,Anna Hartmann,Schönheyder,F,1877-01-01,1927-01-01,Oslo,Oslo,NO
11159,Gustav,Lehmann,M,1883-01-01,1914-01-01,Brunswick,Prien am Chiemsee,DE
11160,Konrad,Widter,M,1861-01-01,1904-01-01,Vienna,Vienna,AT
11161,A. Romilly,Fedden,M,1875-01-01,1939-01-01,Stoke Bishop,Haute-Isle,GB
11162,Albert,Goodwin,M,1845-01-01,1932-01-01,Maidstone,London,GB
11163,Peter Alexander,Hay,M,1866-01-01,1952-01-01,Edinburgh,Kensington,GB
11164,Cecil Arthur,Hunt,M,1873-01-01,1965-01-01,Torquay,Burnham,GB
11165,Hugh L.,Norris,M,1863-01-01,1942-01-01,,,GB
11166,Alexander Wallace,Rimington,M,1854-01-01,1918-01-01,London,Selsey,GB
11167,Murray Nora,Robertson,F,0000-01-01,0000-01-01,,,
11168,I. L.,Shoosmith,,0000-01-01,0000-01-01,,,
11169,Frank,Short,M,1857-01-01,1945-01-01,Stourbridge,Ditchling,GB
11170,Frederick Vango,Burridge,M,1869-01-01,1945-01-01,London,,GB
11171,Axel Herman,Haig,M,1835-01-01,1921-01-01,Katthammarsvik,Southsea,SE
11172,Charles John,Watson,M,1846-01-01,1927-01-01,Norwich,London,GB
11173,Hans,Wilt,M,1867-01-01,1917-01-01,Vienna,Vienna,AT
11174,Therese,Schachner,F,1869-01-01,1950-01-01,Vienna,Vienna,DE
11175,Franz,Windhager,M,1879-01-01,1959-01-01,Vienna,Vienna,AT
11176,Hans,Massmann,M,1887-01-01,1973-01-01,Bucharest,Vienna,AT
11177,Fritz,Zerritsch,M,1888-01-01,1985-01-01,Vienna,Vienna,AT
11178,Frieda,Salvendy,F,1887-01-01,1965-01-01,Vienna,Great Malvern,AT
11179,Julius,Klaber,M,1872-01-01,1939-01-01,Sopron,,AT
11180,Alice,Katscher,F,1891-01-01,1968-01-01,Vienna,Ann Arbor,AT
11181,Lilly,Charlemont,F,1890-01-01,1981-01-01,Vienna,Vienna,AT
11182,Franz,Gruber,M,1878-01-01,1945-01-01,Vienna,Vienna,AT
11183,Maria Franck,Marc,F,1876-01-01,1955-01-01,Berlin,Kochel am See,DE
11184,L.,Filla,,0000-01-01,0000-01-01,,,
11185,,Malière,,0000-01-01,0000-01-01,,,
11186,Emil,Pirchan,M,1884-01-01,1957-01-01,Brno,Vienna,AT
11187,van,Rees,,0000-01-01,0000-01-01,,,
11188,Elsa,Schiemann,F,1879-01-01,1927-01-01,Reinbek,Mecca,DE
11189,Viant,Daniel,,0000-01-01,0000-01-01,,,
11190,W.,Steinlen,,0000-01-01,0000-01-01,,,
11191,Georg,Kind,M,1897-01-01,1945-01-01,Dresden,Dresden,DE
11192,Georg,Schrimpf,M,1889-01-01,1938-01-01,Munich,Berlin,DE
11193,Arnold,Topp,M,1887-01-01,1945-01-01,Soest,,DE
11194,Maria,Uhden,F,1892-01-01,1918-01-01,Coburg,Munich,DE
11195,Kate,Blackmore,F,0000-01-01,0000-01-01,,,GB
11196,Bertha L.,Case,F,0000-01-01,0000-01-01,,,
11197,Cuthbert,Hamilton,M,1884-01-01,1959-01-01,India,Cookham,GB
11198,Jerome S.,Blum,M,1884-01-01,1956-01-01,Chicago,Poughkeepsie,US
11199,Heinrich,Müller,M,1885-01-01,1960-01-01,Basel,Basel,CH
11200,Hermann,Cossmann,M,1884-01-01,1966-01-01,Neuss,Neuss,DE
11202,Engelbert,Gminska,M,1888-01-01,1923-01-01,Merano,New York,
11203,Wilhelm,Kamper,M,1881-01-01,0000-01-01,Cologne,,DE
11204,Heinrich,May,M,1887-01-01,0000-01-01,,,DE
11205,Paul,Prött,M,1880-01-01,1964-01-01,Hagen,Mülheim an der Ruhr,DE
11206,Hans,Wildermann,M,1884-01-01,1954-01-01,Cologne,Cologne,DE
11207,Carl Wilhelm,Bergmüller,M,1864-01-01,1928-01-01,Pappenheim,Leipzig,DE
11208,Carl von,Bertrab,M,1863-01-01,1914-01-01,Rudolstadt,Białynin,DE
11209,Else,Bossert,F,0000-01-01,0000-01-01,,,
11210,Hans,Canon,M,1883-01-01,1960-01-01,Vienna,Esslingen,AT
11211,Stanisława,Centnerszwer,F,1889-01-01,1942-01-01,Warsaw,Białystok,PL
11212,Max,Corregio,M,1854-01-01,1908-01-01,Munich,Munich,DE
11213,Hans,Domizlaff,M,1892-01-01,1971-01-01,Frankfurt am Main,Hamburg,DE
11214,Numa,Donzé,M,1885-01-01,1952-01-01,Basel,Riehen,CH
11215,Frank,Duveneck,M,1848-01-01,1919-01-01,Covington,Cincinnati,US
11216,"Wilhelm, the younger",Dürr,M,1857-01-01,1900-01-01,Freiburg im Breisgau,Munich,DE
11217,Eduard,Einschlag,M,1879-01-01,1944-01-01,Leipzig,Treblinka,DE
11218,Paul,Franke,M,0000-01-01,0000-01-01,,,
11219,Heinrich,Freytag,M,1876-01-01,1951-01-01,Duisburg,Dresden,DE
11220,Hans,Friedrich,M,1887-01-01,1967-01-01,Leipzig,Wiesbaden,DE
11221,Walter,Hammer,M,1873-01-01,1922-01-01,,,DE
11222,Walter,Hinze,M,1875-01-01,1959-01-01,Leipzig,Leipzig,DE
11223,Peter Johann Theodor,Janssen,M,1844-01-01,1908-01-01,Dusseldorf,Dusseldorf,DE
11224,Fritz,Kistenmacher,M,1889-01-01,1947-01-01,Quito,Hamburg,DE
11225,Hans,Kohlschein,M,1879-01-01,1948-01-01,Dusseldorf,Warburg,DE
11226,Albrecht,Leistner,M,1887-01-01,1950-01-01,Leipzig,Leipzig,DE
11227,Johann Jakob,Lüscher,M,1884-01-01,1955-01-01,Basel,Riehen,CH
11228,Jan,Matejko,M,1838-01-01,1893-01-01,Cracow,Cracow,PL
11229,Karl,Mayr-Graetz,M,1850-01-01,1929-01-01,Bad Radkersburg,Murnau,AT
11230,Grete,Mehlhorn,F,0000-01-01,0000-01-01,,,
11231,Leopold Carl,Müller,M,1834-01-01,1892-01-01,Dresden,Austria,AT
11232,Alfred Nathaniel,Oppenheim,M,1873-01-01,1953-01-01,Frankfurt am Main,London,DE
11233,Fritz,Pfuhle,M,1878-01-01,1964-01-01,Berlin,Hamburg,DE
11234,Otto,Pieper,M,1881-01-01,1968-01-01,Hamburg,Hamburg,DE
11235,Anita,Rée,F,1885-01-01,1933-01-01,Hamburg,Kampen (Sylt),DE
11236,Théophile,Robert,M,1879-01-01,1953-01-01,Biel,Neuchatel,CH
11237,Julius,Schgoer,M,1846-01-01,1885-01-01,Salzburg,Hallein,AT
11238,Robert,Seuffert,M,1874-01-01,1946-01-01,Cologne,Freiburg im Breisgau,DE
11239,Arthur,Siebelist,M,1870-01-01,1945-01-01,Loschwitz,Hittfeld,DE
11240,Eduard,Steinbach,M,1878-01-01,1939-01-01,Hamburg,Hamburg,DE
11241,Hugo,Steiner-Prag,M,1880-01-01,1945-01-01,Prague,New York,CZ
11242,Wilhelm August Theodor,Steinhausen,M,1846-01-01,1924-01-01,Zary,Frankfurt am Main,DE
11243,Max,Stern,M,1872-01-01,1943-01-01,Düsseldorf,Düsseldorf,DE
11244,Artur,Volkmann,M,1851-01-01,1941-01-01,Leipzig,Geislingen an der Steige,DE
11245,Georg,Wimmer,M,0000-01-01,0000-01-01,,,
11246,Ernst,Würtenberger,M,1868-01-01,1934-01-01,Steißlingen,Karlsruhe,DE
11247,Rudolf Jacob,Zeller,M,1880-01-01,1948-01-01,Hamburg,Heerlen,DE
11248,E.,Zimmermann,,0000-01-01,0000-01-01,,,
11249,Jean-Paul,Lafitte,M,1883-01-01,1915-01-01,Fourmies,Beauséjour,FR
11250,André,Laigneau,M,0000-01-01,0000-01-01,Saint-Brieuc,,FR
11251,Achille,Lauge,M,1861-01-01,1944-01-01,Arzens,Cailhau,FR
11252,Raymond Louis,Lecourt,M,1882-01-01,1946-01-01,Le Havre,Fontaine-la-Mallet,FR
11253,Adrien,Lemaître,M,1863-01-01,1944-01-01,Rouen,Bergerac,FR
11254,Pierre,Lissac,M,1878-01-01,1955-01-01,Limoges,Chevreuse,FR
11255,Mary Constance,Llyod,F,0000-01-01,0000-01-01,Birmingham,,GB
11256,Amelia Jessie,Mac-Donald,F,0000-01-01,0000-01-01,Melbourne,,AU
11258,Daniel,Mayer,M,0000-01-01,0000-01-01,Paris,,FR
11259,Alexandre,Meunier,M,0000-01-01,0000-01-01,Nancy,,FR
11260,Catherine,Meyniac,F,0000-01-01,0000-01-01,Bordeaux,,FR
11261,Fernand,Morin,M,1878-01-01,1937-01-01,Saint-Aubin-de-Baubigné,,FR
11262,Abram,Motinsky,M,0000-01-01,0000-01-01,Odessa,,RU
11263,Jean-Alexy,Nikanor,M,0000-01-01,0000-01-01,Moscow,,RU
11264,Eleanor Augusta,Norcross,F,1854-01-01,1923-01-01,"Fitchburg, Massachusetts","Fitchburg, Massachusetts",US
11265,George,Oberteuffer,M,1878-01-01,1940-01-01,Philadelphia,"Gloucester, Massachusetts",US
11266,Ernst Carl Friedrich te,Peerdt,M,1852-01-01,1932-01-01,Tecklenburg,Dusseldorf,DE
11267,O.,Marto,,0000-01-01,0000-01-01,,,
11268,Erich von,Perfall,M,1882-01-01,1961-01-01,Dusseldorf,Dusseldorf,DE
11269,V. Hans,Schlegel,M,0000-01-01,0000-01-01,,,
11270,Charles Corneille Auguste de,Groux,M,1825-01-01,1870-01-01,Comines,Brussels,BE
11271,"Willem, the younger",Linnig,M,1842-01-01,1890-01-01,Antwerp,Antwerp,BE
11272,Eugeen van,Mieghem,M,1875-01-01,1930-01-01,Antwerp,Antwerp,BE
11273,Rudolf,Mense,M,1883-01-01,0000-01-01,Cologne,,DE
11274,Thérèse,Lessore,F,1884-01-01,1945-01-01,"Southwick, West Sussex",London,GB
11275,R.,Duckett,,0000-01-01,0000-01-01,,,
11276,M.,Ogilvie,,0000-01-01,0000-01-01,,,
11277,Fanny,Eveleigh,F,0000-01-01,0000-01-01,,,
11278,Walter,Bertelsmann,M,1877-01-01,1963-01-01,Bremen,Worpswede,DE
11279,Friedrich,Blau,M,1883-01-01,1971-01-01,Berlin,Berlin,DE
11280,Elisabeth Anna Julie,Bruckmeyer,F,1884-01-01,0000-01-01,Bremen,,DE
11281,Karl,Buchholz,M,1849-01-01,1889-01-01,Weimar,Weimar,DE
11282,Emil,Cardinaux,M,1877-01-01,1936-01-01,Bern,Bern,CH
11283,Nils,Dardel,M,1888-01-01,1943-01-01,"Bettna, Södermanland",New York,SE
11284,Dietz,Edzard,M,1893-01-01,1963-01-01,Bremen,Paris,DE
11285,Georg,Gercke,M,1887-01-01,0000-01-01,Kiel,,DE
11286,H.,Guillaumin,,0000-01-01,0000-01-01,,,
11287,August,Haake,M,1889-01-01,1915-01-01,Bremen,Bremen,DE
11288,Elisabeth,Hausmann,F,1881-01-01,1961-01-01,Bremen,Bremen,DE
11289,Carl,Jörres,M,1870-01-01,1947-01-01,Bremen,Bremen,DE
11290,Pauline,Kowarzik,F,1852-01-01,1930-01-01,,,DE
11291,Adolf,Linne,M,1876-01-01,1929-01-01,,,DE
11292,Willy,Menz,M,1890-01-01,1969-01-01,Quetzaltenango,Bremen,DE
11293,Ernst,Müller-Gräfe,M,1879-01-01,1954-01-01,Nobitz,Altenburg,DE
11294,Karl,Biese,M,1863-01-01,1926-01-01,Hamburg,Tübingen,DE
11295,Richard,Burnier,M,1826-01-01,1884-01-01,"Hague, The",Düsseldorf,NL
11296,Helene,Cramer,F,1844-01-01,1916-01-01,Hamburg,Hamburg,DE
11297,Molly,Cramer,F,1852-01-01,1936-01-01,Hamburg,Hamburg,DE
11298,Philipp,Frank,M,1871-01-01,1944-01-01,Godramstein,Queichheim,DE
11299,Wilhelm,Fritzel,M,1870-01-01,1943-01-01,Hamburg,Ourense,DE
11300,Ludwig,Keller,M,1865-01-01,1925-01-01,Duisburg,Düsseldorf,DE
11301,Heinrich,Köster,M,1878-01-01,1909-01-01,Oldenburg,Bremen,DE
11302,Karl,Krummacher,M,1867-01-01,1955-01-01,Elberfeld,Worpswede,DE
11303,Max,Kuchel,M,1859-01-01,1933-01-01,Altona,Hamburg,DE
11304,Carl,Langhein,M,1872-01-01,1941-01-01,Hamburg,Hadamar,DE
11305,"Wilhelm von, II",Lindenschmit,M,1829-01-01,1895-01-01,Munich,Munich,DE
11306,Karl Otto,Matthaei,M,1863-01-01,1931-01-01,Hamburg,Bremen,DE
11307,Adalbert,Metzger,M,1871-01-01,1934-01-01,Hanover,Kassel,DE
11308,Emma,Meyn,F,1875-01-01,0000-01-01,Büdelsdorf,Havixbeck,DE
11309,Paul,Müller-Kaempff,M,1861-01-01,1941-01-01,Oldenburg,Berlin,DE
11310,Wilhelm,Otto,M,1868-01-01,1942-01-01,Oldenburg,Neumünster,DE
11311,Ernst,Petrich,M,1878-01-01,1964-01-01,Gravenhorst (Meine),Leer,DE
11312,Julius Christian,Rehder,M,1861-01-01,1955-01-01,Flensburg,Essen,DE
11313,Hermann,Schaper,M,1853-01-01,1911-01-01,Hanover,Hanover,DE
11314,Wilhelm,Scholkmann,M,1867-01-01,1944-01-01,Berlin,Worpswede,DE
11315,Ida Carola,Stroever,F,1872-01-01,1955-01-01,Porta Westfalica,Minden,DE
11316,William Holt Yates,Titcomb,M,1858-01-01,1930-01-01,Cambridge,Bristol,GB
11317,John von,Wicht,M,1888-01-01,1970-01-01,Malente,New York,DE
11318,Ernst,Wiemann,M,1878-01-01,1912-01-01,Altona,Garstedt (Norderstedt),DE
11319,Fritz,Stoltenberg,M,1855-01-01,1921-01-01,Kiel,"Schönberg, Plön",DE
11320,Erich,Wilke,M,1879-01-01,1936-01-01,Brunswick,Munich,DE
11321,Anna,Plate,F,1871-01-01,1941-01-01,Bremen,Löbichau,DE
11322,Adolf,Präger,M,1881-01-01,1974-01-01,Bremen,,DE
11323,Gustav Adolf,Schreiber,M,1889-01-01,1958-01-01,Bremen,Bremen,DE
11324,Hans,Schünemann,M,0000-01-01,0000-01-01,,,
11326,Bernd,Steiner,M,1884-01-01,1933-01-01,Mistelbach,Vienna,AT
11327,Matthias,May,M,1884-01-01,1923-01-01,Cologne,Linz am Rhein,DE
